"","Year","Age","OpenInterval","Female1","Male1","Total1","Female2","Male2","Total2","Country"
"4872",1964,98,FALSE,123.12,48.5,171.62,127.58,43.98,171.56,"AUS"
"4873",1964,99,FALSE,80.09,24.99,105.08,79.28,29.86,109.14,"AUS"
"4874",1964,100,FALSE,49.08,15.08,64.16,48.34,18.46,66.8,"AUS"
"4875",1964,101,FALSE,30.19,15.06,45.25,29.09,9.5,38.59,"AUS"
"4876",1964,102,FALSE,16.55,10.34,26.89,17.98,8.54,26.52,"AUS"
"4877",1964,103,FALSE,8.96,5,13.96,10.21,6.02,16.23,"AUS"
"4878",1964,104,FALSE,3.59,1.35,4.94,5.86,2.83,8.69,"AUS"
"4879",1964,105,FALSE,1.5,0.82,2.32,2.89,0.68,3.57,"AUS"
"4880",1964,106,FALSE,0.7,0.68,1.38,1.5,0.82,2.32,"AUS"
"4881",1964,107,FALSE,0.8,0,0.8,0.7,0.68,1.38,"AUS"
"4882",1964,108,FALSE,1.5,0,1.5,0.8,0,0.8,"AUS"
"4883",1964,109,FALSE,0.7,0,0.7,1.5,0,1.5,"AUS"
"4884",1964,110,TRUE,0,0,0,0.7,0,0.7,"AUS"
"4885",1965,0,FALSE,109434.79,115582.74,225017.53,107629.74,113381.03,221010.77,"AUS"
"4886",1965,1,FALSE,112347.12,118598.36,230945.48,110468.52,116658.81,227127.33,"AUS"
"4887",1965,2,FALSE,114743.01,120495.89,235238.9,113869.25,120129.05,233998.3,"AUS"
"4888",1965,3,FALSE,116304.93,121853.7,238158.63,116423.11,122179.01,238602.12,"AUS"
"4889",1965,4,FALSE,114370.96,120220.55,234591.51,117950.56,123521.19,241471.75,"AUS"
"4890",1965,5,FALSE,112355.34,117859.45,230214.79,115956.1,121883.51,237839.61,"AUS"
"4891",1965,6,FALSE,111313.15,116511.51,227824.66,113874.44,119482.4,233356.84,"AUS"
"4892",1965,7,FALSE,108965.21,114513.97,223479.18,112789.22,118032.44,230821.66,"AUS"
"4893",1965,8,FALSE,106909.86,112909.04,219818.9,110306.49,115935.28,226241.77,"AUS"
"4894",1965,9,FALSE,105509.86,110817.26,216327.12,108269.29,114252.53,222521.82,"AUS"
"4895",1965,10,FALSE,104356.99,108956.16,213313.15,106724.93,112114.68,218839.61,"AUS"
"4896",1965,11,FALSE,104647.95,109199.18,213847.13,105567.52,110211.06,215778.58,"AUS"
"4897",1965,12,FALSE,104064.38,108712.33,212776.71,105850.92,110445,216295.92,"AUS"
"4898",1965,13,FALSE,102306.58,106958.63,209265.21,105158.78,109868.23,215027.01,"AUS"
"4899",1965,14,FALSE,101455.34,106005.75,207461.09,103130.9,108036.39,211167.29,"AUS"
"4900",1965,15,FALSE,99267.67,103817.26,203084.93,102350.75,106794.79,209145.54,"AUS"
"4901",1965,16,FALSE,98047.12,103095.07,201142.19,100099.56,104830.5,204930.06,"AUS"
"4902",1965,17,FALSE,102521.64,108369.59,210891.23,98942.72,104329.48,203272.2,"AUS"
"4903",1965,18,FALSE,96736.71,102642.47,199379.18,103999.41,110153.27,214152.68,"AUS"
"4904",1965,19,FALSE,87104.93,91760.27,178865.2,98539.36,104354.06,202893.42,"AUS"
"4905",1965,20,FALSE,86312.33,90113.15,176425.48,88491.13,92702.67,181193.8,"AUS"
"4906",1965,21,FALSE,80146.03,83995.62,164141.65,87316.18,90735.57,178051.75,"AUS"
"4907",1965,22,FALSE,75398.36,80043.84,155442.2,80934.75,84789.25,165724,"AUS"
"4908",1965,23,FALSE,74070.14,78975.89,153046.03,76363.39,81506.16,157869.55,"AUS"
"4909",1965,24,FALSE,71211.51,75713.97,146925.48,75198.18,80612.19,155810.37,"AUS"
"4910",1965,25,FALSE,70900,74906.58,145806.58,72459.72,77419.52,149879.24,"AUS"
"4911",1965,26,FALSE,70611.51,74459.45,145070.96,72114.43,76473.12,148587.55,"AUS"
"4912",1965,27,FALSE,69556.16,73607.4,143163.56,71803.76,75759.77,147563.53,"AUS"
"4913",1965,28,FALSE,68064.38,72412.33,140476.71,70751.25,74911.24,145662.49,"AUS"
"4914",1965,29,FALSE,66059.45,70262.74,136322.19,69179.64,73470.12,142649.76,"AUS"
"4915",1965,30,FALSE,64658.63,69152.05,133810.68,67093.36,71099.86,138193.22,"AUS"
"4916",1965,31,FALSE,64300.82,69500.82,133801.64,65614.9,70003.79,135618.69,"AUS"
"4917",1965,32,FALSE,64901.64,70348.77,135250.41,65289.04,70459.11,135748.15,"AUS"
"4918",1965,33,FALSE,68078.63,73778.63,141857.26,65785.83,71161.18,136947.01,"AUS"
"4919",1965,34,FALSE,71202.47,77148.77,148351.24,68913.41,74482.98,143396.39,"AUS"
"4920",1965,35,FALSE,71649.59,78147.95,149797.54,72089.99,77831.95,149921.94,"AUS"
"4921",1965,36,FALSE,72995.07,79545.48,152540.55,72445.37,78790.29,151235.66,"AUS"
"4922",1965,37,FALSE,73704.11,79707.4,153411.51,73707.99,80146.81,153854.8,"AUS"
"4923",1965,38,FALSE,74295.07,80093.42,154388.49,74292.83,80367.7,154660.53,"AUS"
"4924",1965,39,FALSE,75647.12,80755.34,156402.46,74790.85,80623.67,155414.52,"AUS"
"4925",1965,40,FALSE,75209.04,79061.1,154270.14,76117.01,81149.61,157266.62,"AUS"
"4926",1965,41,FALSE,74795.89,77799.18,152595.07,75613.21,79198.21,154811.42,"AUS"
"4927",1965,42,FALSE,75152.88,78198.36,153351.24,75052.85,78125.02,153177.87,"AUS"
"4928",1965,43,FALSE,75048.77,78351.23,153400,75385.46,78427.91,153813.37,"AUS"
"4929",1965,44,FALSE,72028.77,75078.36,147107.13,75341.71,78630.06,153971.77,"AUS"
"4930",1965,45,FALSE,66070.96,68029.59,134100.55,72193.29,75215.98,147409.27,"AUS"
"4931",1965,46,FALSE,63252.05,63604.93,126856.98,66137,67922.35,134059.35,"AUS"
"4932",1965,47,FALSE,63743.84,63990.14,127733.98,63316.08,63522.89,126838.97,"AUS"
"4933",1965,48,FALSE,64351.23,65347.12,129698.35,63722.66,63890.45,127613.11,"AUS"
"4934",1965,49,FALSE,65686.03,66788.49,132474.52,64270.71,65188.78,129459.49,"AUS"
"4935",1965,50,FALSE,66554.52,67452.88,134007.4,65556.92,66493.85,132050.77,"AUS"
"4936",1965,51,FALSE,64213.15,65806.58,130019.73,66434.67,67033.03,133467.7,"AUS"
"4937",1965,52,FALSE,61557.81,63855.34,125413.15,64202.38,65346.4,129548.78,"AUS"
"4938",1965,53,FALSE,59011.51,61657.81,120669.32,61402.67,63289.12,124691.79,"AUS"
"4939",1965,54,FALSE,56506.58,59702.47,116209.05,58766.96,61030.9,119797.86,"AUS"
"4940",1965,55,FALSE,54409.04,57559.45,111968.49,56450.25,59119.42,115569.67,"AUS"
"4941",1965,56,FALSE,52900.82,55154.52,108055.34,54214.9,56939.1,111154,"AUS"
"4942",1965,57,FALSE,51061.92,53007.4,104069.32,52689.04,54501.91,107190.95,"AUS"
"4943",1965,58,FALSE,48309.04,50704.93,99013.97,50851.33,52231.09,103082.42,"AUS"
"4944",1965,59,FALSE,46651.23,48704.11,95355.34,48039.61,49871.47,97911.08,"AUS"
"4945",1965,60,FALSE,44562.74,45761.92,90324.66,46398.43,47826.1,94224.53,"AUS"
"4946",1965,61,FALSE,42898.36,42804.93,85703.29,44320.71,44837.22,89157.93,"AUS"
"4947",1965,62,FALSE,42600.82,40952.88,83553.7,42555.82,41916.53,84472.35,"AUS"
"4948",1965,63,FALSE,42199.18,39252.05,81451.23,42249.22,39813.56,82062.78,"AUS"
"4949",1965,64,FALSE,41898.36,37500.82,79399.18,41629.42,37986.15,79615.57,"AUS"
"4950",1965,65,FALSE,40210.68,34909.86,75120.54,41272.65,36258.29,77530.94,"AUS"
"4951",1965,66,FALSE,38846.3,32847.95,71694.25,39648.68,33754.92,73403.6,"AUS"
"4952",1965,67,FALSE,38253.7,31256.16,69509.86,38296.21,31776.18,70072.39,"AUS"
"4953",1965,68,FALSE,37050.41,29100.82,66151.23,37617.22,30044.38,67661.6,"AUS"
"4954",1965,69,FALSE,35801.64,27203.29,63004.93,36114.43,27793.07,63907.5,"AUS"
"4955",1965,70,FALSE,34500.82,25399.18,59900,34908.01,25794.03,60702.04,"AUS"
"4956",1965,71,FALSE,33251.23,24148.77,57400,33581.48,24021.68,57603.16,"AUS"
"4957",1965,72,FALSE,32346.3,23495.07,55841.37,32151.05,22803.21,54954.26,"AUS"
"4958",1965,73,FALSE,30706.58,22400.82,53107.4,31077.05,21962.12,53039.17,"AUS"
"4959",1965,74,FALSE,28352.05,20898.36,49250.41,29347.09,20759.48,50106.57,"AUS"
"4960",1965,75,FALSE,26452.05,19449.59,45901.64,27047.84,19266.41,46314.25,"AUS"
"4961",1965,76,FALSE,24601.64,17404.93,42006.57,25114.56,17945.05,43059.61,"AUS"
"4962",1965,77,FALSE,22256.99,15101.64,37358.63,23243.17,15898.38,39141.55,"AUS"
"4963",1965,78,FALSE,19900.82,13449.59,33350.41,20928.57,13612.23,34540.8,"AUS"
"4964",1965,79,FALSE,18152.05,11852.05,30004.1,18481.67,12039,30520.67,"AUS"
"4965",1965,80,FALSE,16723.72,10550.02,27273.74,17178.04,10819.84,27997.88,"AUS"
"4966",1965,81,FALSE,14519.35,8859.02,23378.37,15321.3,9363.27,24684.57,"AUS"
"4967",1965,82,FALSE,12407.81,7360.16,19767.97,13214.47,7793.84,21008.31,"AUS"
"4968",1965,83,FALSE,10992.09,6337.61,17329.7,11125.18,6377,17502.18,"AUS"
"4969",1965,84,FALSE,9602.18,5304.66,14906.84,9693.83,5387.78,15081.61,"AUS"
"4970",1965,85,FALSE,7929.6,4242.6,12172.2,8347.95,4411.17,12759.12,"AUS"
"4971",1965,86,FALSE,6249.09,3357.05,9606.14,6817.31,3463.36,10280.67,"AUS"
"4972",1965,87,FALSE,5084.88,2584.28,7669.16,5295.32,2675.86,7971.18,"AUS"
"4973",1965,88,FALSE,4142.45,1938.14,6080.59,4250.67,2027.11,6277.78,"AUS"
"4974",1965,89,FALSE,3241.42,1487.23,4728.65,3424.4,1507.6,4932,"AUS"
"4975",1965,90,FALSE,2497.79,1145.45,3643.24,2622.76,1140.69,3763.45,"AUS"
"4976",1965,91,FALSE,1915.76,867.63,2783.39,1991.99,857.84,2849.83,"AUS"
"4977",1965,92,FALSE,1452.53,635.5,2088.03,1518.79,637.65,2156.44,"AUS"
"4978",1965,93,FALSE,1056.25,466.46,1522.71,1116.48,461.44,1577.92,"AUS"
"4979",1965,94,FALSE,739.48,311.52,1051,781.78,338.1,1119.88,"AUS"
"4980",1965,95,FALSE,493.47,180.39,673.86,523.91,222.92,746.83,"AUS"
"4981",1965,96,FALSE,335.35,117.71,453.06,341.51,125.36,466.87,"AUS"
"4982",1965,97,FALSE,216.03,77.11,293.14,238.19,80.28,318.47,"AUS"
"4983",1965,98,FALSE,127.58,43.98,171.56,144.06,49.16,193.22,"AUS"
"4984",1965,99,FALSE,79.28,29.86,109.14,77.8,24.97,102.77,"AUS"
"4985",1965,100,FALSE,48.34,18.46,66.8,50.3,16.99,67.29,"AUS"
"4986",1965,101,FALSE,29.09,9.5,38.59,31.08,12.24,43.32,"AUS"
"4987",1965,102,FALSE,17.98,8.54,26.52,17.38,5.56,22.94,"AUS"
"4988",1965,103,FALSE,10.21,6.02,16.23,9,3.03,12.03,"AUS"
"4989",1965,104,FALSE,5.86,2.83,8.69,4.94,2.99,7.93,"AUS"
"4990",1965,105,FALSE,2.89,0.68,3.57,3.68,1.34,5.02,"AUS"
"4991",1965,106,FALSE,1.5,0.82,2.32,1.39,0,1.39,"AUS"
"4992",1965,107,FALSE,0.7,0.68,1.38,0,0,0,"AUS"
"4993",1965,108,FALSE,0.8,0,0.8,0,0,0,"AUS"
"4994",1965,109,FALSE,1.5,0,1.5,0,0,0,"AUS"
"4995",1965,110,TRUE,0.7,0,0.7,0,0,0,"AUS"
"4996",1966,0,FALSE,107629.74,113381.03,221010.77,108668.73,114591.32,223260.05,"AUS"
"4997",1966,1,FALSE,110468.52,116658.81,227127.33,108548.13,114236.21,222784.34,"AUS"
"4998",1966,2,FALSE,113869.25,120129.05,233998.3,111826.09,118015.74,229841.83,"AUS"
"4999",1966,3,FALSE,116423.11,122179.01,238602.12,115381.33,121684.44,237065.77,"AUS"
"5000",1966,4,FALSE,117950.56,123521.19,241471.75,118054.42,123789.1,241843.52,"AUS"
"5001",1966,5,FALSE,115956.1,121883.51,237839.61,119398.36,125034.06,244432.42,"AUS"
"5002",1966,6,FALSE,113874.44,119482.4,233356.84,117369.18,123425.45,240794.63,"AUS"
"5003",1966,7,FALSE,112789.22,118032.44,230821.66,115214.82,120898.17,236112.99,"AUS"
"5004",1966,8,FALSE,110306.49,115935.28,226241.77,114139.05,119404.26,233543.31,"AUS"
"5005",1966,9,FALSE,108269.29,114252.53,222521.82,111648.46,117212.79,228861.25,"AUS"
"5006",1966,10,FALSE,106724.93,112114.68,218839.61,109474.69,115564.26,225038.95,"AUS"
"5007",1966,11,FALSE,105567.52,110211.06,215778.58,107784.21,113325.48,221109.69,"AUS"
"5008",1966,12,FALSE,105850.92,110445,216295.92,106679.35,111270.77,217950.12,"AUS"
"5009",1966,13,FALSE,105158.78,109868.23,215027.01,106897.67,111426.22,218323.89,"AUS"
"5010",1966,14,FALSE,103130.9,108036.39,211167.29,105941.65,110719.15,216660.8,"AUS"
"5011",1966,15,FALSE,102350.75,106794.79,209145.54,103957.98,108638.35,212596.33,"AUS"
"5012",1966,16,FALSE,100099.56,104830.5,204930.06,103090.64,107549.48,210640.12,"AUS"
"5013",1966,17,FALSE,98942.72,104329.48,203272.2,100865.44,105725.35,206590.79,"AUS"
"5014",1966,18,FALSE,103999.41,110153.27,214152.68,100184.06,105534.09,205718.15,"AUS"
"5015",1966,19,FALSE,98539.36,104354.06,202893.42,105514.44,111248.15,216762.59,"AUS"
"5016",1966,20,FALSE,88491.13,92702.67,181193.8,99510.29,104833.85,204344.14,"AUS"
"5017",1966,21,FALSE,87316.18,90735.57,178051.75,89494.8,92859.41,182354.21,"AUS"
"5018",1966,22,FALSE,80934.75,84789.25,165724,88084.3,91462.38,179546.68,"AUS"
"5019",1966,23,FALSE,76363.39,81506.16,157869.55,81664.81,86102.23,167767.04,"AUS"
"5020",1966,24,FALSE,75198.18,80612.19,155810.37,77620.41,83149.42,160769.83,"AUS"
"5021",1966,25,FALSE,72459.72,77419.52,149879.24,76460.61,82195.14,158655.75,"AUS"
"5022",1966,26,FALSE,72114.43,76473.12,148587.55,73618.85,78927.51,152546.36,"AUS"
"5023",1966,27,FALSE,71803.76,75759.77,147563.53,73246.2,77808.1,151054.3,"AUS"
"5024",1966,28,FALSE,70751.25,74911.24,145662.49,73041.54,76961.1,150002.64,"AUS"
"5025",1966,29,FALSE,69179.64,73470.12,142649.76,71828.22,75889.33,147717.55,"AUS"
"5026",1966,30,FALSE,67093.36,71099.86,138193.22,70272.75,74303.48,144576.23,"AUS"
"5027",1966,31,FALSE,65614.9,70003.79,135618.69,68110.6,72098.84,140209.44,"AUS"
"5028",1966,32,FALSE,65289.04,70459.11,135748.15,66518.51,70950.43,137468.94,"AUS"
"5029",1966,33,FALSE,65785.83,71161.18,136947.01,66206.64,71290.36,137497,"AUS"
"5030",1966,34,FALSE,68913.41,74482.98,143396.39,66728.43,71989.36,138717.79,"AUS"
"5031",1966,35,FALSE,72089.99,77831.95,149921.94,69936.01,75304.44,145240.45,"AUS"
"5032",1966,36,FALSE,72445.37,78790.29,151235.66,72910.93,78582.49,151493.42,"AUS"
"5033",1966,37,FALSE,73707.99,80146.81,153854.8,73073.27,79343.08,152416.35,"AUS"
"5034",1966,38,FALSE,74292.83,80367.7,154660.53,74427.85,80898.26,155326.11,"AUS"
"5035",1966,39,FALSE,74790.85,80623.67,155414.52,74834.44,80879.31,155713.75,"AUS"
"5036",1966,40,FALSE,76117.01,81149.61,157266.62,75269.56,81028.5,156298.06,"AUS"
"5037",1966,41,FALSE,75613.21,79198.21,154811.42,76563.21,81367.67,157930.88,"AUS"
"5038",1966,42,FALSE,75052.85,78125.02,153177.87,75887.89,79562.72,155450.61,"AUS"
"5039",1966,43,FALSE,75385.46,78427.91,153813.37,75275.21,78254.16,153529.37,"AUS"
"5040",1966,44,FALSE,75341.71,78630.06,153971.77,75568.62,78525.61,154094.23,"AUS"
"5041",1966,45,FALSE,72193.29,75215.98,147409.27,75440.66,78771.99,154212.65,"AUS"
"5042",1966,46,FALSE,66137,67922.35,134059.35,72223.98,75139.48,147363.46,"AUS"
"5043",1966,47,FALSE,63316.08,63522.89,126838.97,66158.64,67835.36,133994,"AUS"
"5044",1966,48,FALSE,63722.66,63890.45,127613.11,63193.42,63316.72,126510.14,"AUS"
"5045",1966,49,FALSE,64270.71,65188.78,129459.49,63683.54,63731.31,127414.85,"AUS"
"5046",1966,50,FALSE,65556.92,66493.85,132050.77,64117.64,64868.22,128985.86,"AUS"
"5047",1966,51,FALSE,66434.67,67033.03,133467.7,65297.14,65876.1,131173.24,"AUS"
"5048",1966,52,FALSE,64202.38,65346.4,129548.78,66138.63,66474.41,132613.04,"AUS"
"5049",1966,53,FALSE,61402.67,63289.12,124691.79,63836.8,64711.07,128547.87,"AUS"
"5050",1966,54,FALSE,58766.96,61030.9,119797.86,61026.66,62673.12,123699.78,"AUS"
"5051",1966,55,FALSE,56450.25,59119.42,115569.67,58476.9,60290.18,118767.08,"AUS"
"5052",1966,56,FALSE,54214.9,56939.1,111154,56223.63,58323.85,114547.48,"AUS"
"5053",1966,57,FALSE,52689.04,54501.91,107190.95,54053.61,56070.46,110124.07,"AUS"
"5054",1966,58,FALSE,50851.33,52231.09,103082.42,52507.36,53579.02,106086.38,"AUS"
"5055",1966,59,FALSE,48039.61,49871.47,97911.08,50563.64,51194.9,101758.54,"AUS"
"5056",1966,60,FALSE,46398.43,47826.1,94224.53,47751.13,48914.85,96665.98,"AUS"
"5057",1966,61,FALSE,44320.71,44837.22,89157.93,46171.59,46759.65,92931.24,"AUS"
"5058",1966,62,FALSE,42555.82,41916.53,84472.35,44023.12,43779.24,87802.36,"AUS"
"5059",1966,63,FALSE,42249.22,39813.56,82062.78,42182.26,40758.19,82940.45,"AUS"
"5060",1966,64,FALSE,41629.42,37986.15,79615.57,41680.99,38646.28,80327.27,"AUS"
"5061",1966,65,FALSE,41272.65,36258.29,77530.94,41163.94,36830.9,77994.84,"AUS"
"5062",1966,66,FALSE,39648.68,33754.92,73403.6,40725.26,35115.33,75840.59,"AUS"
"5063",1966,67,FALSE,38296.21,31776.18,70072.39,39102.81,32685.21,71788.02,"AUS"
"5064",1966,68,FALSE,37617.22,30044.38,67661.6,37434.87,30436.93,67871.8,"AUS"
"5065",1966,69,FALSE,36114.43,27793.07,63907.5,36475.53,28514.33,64989.86,"AUS"
"5066",1966,70,FALSE,34908.01,25794.03,60702.04,35073.88,26323.35,61397.23,"AUS"
"5067",1966,71,FALSE,33581.48,24021.68,57603.16,33921.32,24393.36,58314.68,"AUS"
"5068",1966,72,FALSE,32151.05,22803.21,54954.26,32460.51,22694.89,55155.4,"AUS"
"5069",1966,73,FALSE,31077.05,21962.12,53039.17,30765.35,21275.72,52041.07,"AUS"
"5070",1966,74,FALSE,29347.09,20759.48,50106.57,29703.41,20362.28,50065.69,"AUS"
"5071",1966,75,FALSE,27047.84,19266.41,46314.25,27905.2,19100.72,47005.92,"AUS"
"5072",1966,76,FALSE,25114.56,17945.05,43059.61,25597.41,17632.9,43230.31,"AUS"
"5073",1966,77,FALSE,23243.17,15898.38,39141.55,23600.26,16324.68,39924.94,"AUS"
"5074",1966,78,FALSE,20928.57,13612.23,34540.8,21830.91,14333.18,36164.09,"AUS"
"5075",1966,79,FALSE,18481.67,12039,30520.67,19346.39,12175.6,31521.99,"AUS"
"5076",1966,80,FALSE,17178.04,10819.84,27997.88,17437.08,10942.77,28379.85,"AUS"
"5077",1966,81,FALSE,15321.3,9363.27,24684.57,15744.05,9498.97,25243.02,"AUS"
"5078",1966,82,FALSE,13214.47,7793.84,21008.31,13895.18,8166.86,22062.04,"AUS"
"5079",1966,83,FALSE,11125.18,6377,17502.18,11778.85,6664.81,18443.66,"AUS"
"5080",1966,84,FALSE,9693.83,5387.78,15081.61,9762,5366.31,15128.31,"AUS"
"5081",1966,85,FALSE,8347.95,4411.17,12759.12,8384.39,4476.6,12860.99,"AUS"
"5082",1966,86,FALSE,6817.31,3463.36,10280.67,7151.85,3609.25,10761.1,"AUS"
"5083",1966,87,FALSE,5295.32,2675.86,7971.18,5770.11,2782.36,8552.47,"AUS"
"5084",1966,88,FALSE,4250.67,2027.11,6277.78,4405.25,2115.66,6520.91,"AUS"
"5085",1966,89,FALSE,3424.4,1507.6,4932,3471.66,1573.15,5044.81,"AUS"
"5086",1966,90,FALSE,2622.76,1140.69,3763.45,2761.16,1152.96,3914.12,"AUS"
"5087",1966,91,FALSE,1991.99,857.84,2849.83,2093.13,867.86,2960.99,"AUS"
"5088",1966,92,FALSE,1518.79,637.65,2156.44,1543.53,629.57,2173.1,"AUS"
"5089",1966,93,FALSE,1116.48,461.44,1577.92,1130.41,446.3,1576.71,"AUS"
"5090",1966,94,FALSE,781.78,338.1,1119.88,792.46,316.49,1108.95,"AUS"
"5091",1966,95,FALSE,523.91,222.92,746.83,537.31,225.52,762.83,"AUS"
"5092",1966,96,FALSE,341.51,125.36,466.87,376.98,141.49,518.47,"AUS"
"5093",1966,97,FALSE,238.19,80.28,318.47,246.27,78.57,324.84,"AUS"
"5094",1966,98,FALSE,144.06,49.16,193.22,172.2,51.16,223.36,"AUS"
"5095",1966,99,FALSE,77.8,24.97,102.77,104.39,26.87,131.26,"AUS"
"5096",1966,100,FALSE,50.3,16.99,67.29,51.84,11.58,63.42,"AUS"
"5097",1966,101,FALSE,31.08,12.24,43.32,31.85,7.94,39.79,"AUS"
"5098",1966,102,FALSE,17.38,5.56,22.94,18.76,4.82,23.58,"AUS"
"5099",1966,103,FALSE,9,3.03,12.03,9.1,2.95,12.05,"AUS"
"5100",1966,104,FALSE,4.94,2.99,7.93,3.59,2.2,5.79,"AUS"
"5101",1966,105,FALSE,3.68,1.34,5.02,2.31,1.49,3.8,"AUS"
"5102",1966,106,FALSE,1.39,0,1.39,2.18,0.67,2.85,"AUS"
"5103",1966,107,FALSE,0,0,0,0.7,0,0.7,"AUS"
"5104",1966,108,FALSE,0,0,0,0,0,0,"AUS"
"5105",1966,109,FALSE,0,0,0,0,0,0,"AUS"
"5106",1966,110,TRUE,0,0,0,0,0,0,"AUS"
"5107",1967,0,FALSE,108668.73,114591.32,223260.05,110716.6,116643.08,227359.68,"AUS"
"5108",1967,1,FALSE,108548.13,114236.21,222784.34,109197.61,115004.45,224202.06,"AUS"
"5109",1967,2,FALSE,111826.09,118015.74,229841.83,109433.64,115069.95,224503.59,"AUS"
"5110",1967,3,FALSE,115381.33,121684.44,237065.77,112761.23,119031.89,231793.12,"AUS"
"5111",1967,4,FALSE,118054.42,123789.1,241843.52,116432.23,122769.52,239201.75,"AUS"
"5112",1967,5,FALSE,119398.36,125034.06,244432.42,119000.98,124811.67,243812.65,"AUS"
"5113",1967,6,FALSE,117369.18,123425.45,240794.63,120233.01,126041.19,246274.2,"AUS"
"5114",1967,7,FALSE,115214.82,120898.17,236112.99,118162.77,124334.49,242497.26,"AUS"
"5115",1967,8,FALSE,114139.05,119404.26,233543.31,116118.31,121877.61,237995.92,"AUS"
"5116",1967,9,FALSE,111648.46,117212.79,228861.25,115115.55,120414.53,235530.08,"AUS"
"5117",1967,10,FALSE,109474.69,115564.26,225038.95,112464.35,118141.9,230606.25,"AUS"
"5118",1967,11,FALSE,107784.21,113325.48,221109.69,110112.92,116391.28,226504.2,"AUS"
"5119",1967,12,FALSE,106679.35,111270.77,217950.12,108448.68,113979.9,222428.58,"AUS"
"5120",1967,13,FALSE,106897.67,111426.22,218323.89,107366.12,111730.73,219096.85,"AUS"
"5121",1967,14,FALSE,105941.65,110719.15,216660.8,107397.96,111755.48,219153.44,"AUS"
"5122",1967,15,FALSE,103957.98,108638.35,212596.33,106386.41,110966.76,217353.17,"AUS"
"5123",1967,16,FALSE,103090.64,107549.48,210640.12,104383.99,108905.13,213289.12,"AUS"
"5124",1967,17,FALSE,100865.44,105725.35,206590.79,103551.74,107891.04,211442.78,"AUS"
"5125",1967,18,FALSE,100184.06,105534.09,205718.15,101655.85,106379.67,208035.52,"AUS"
"5126",1967,19,FALSE,105514.44,111248.15,216762.59,101382.89,106202.65,207585.54,"AUS"
"5127",1967,20,FALSE,99510.29,104833.85,204344.14,106439.07,111859.9,218298.97,"AUS"
"5128",1967,21,FALSE,89494.8,92859.41,182354.21,100605.35,105085.38,205690.73,"AUS"
"5129",1967,22,FALSE,88084.3,91462.38,179546.68,90427,94176.41,184603.41,"AUS"
"5130",1967,23,FALSE,81664.81,86102.23,167767.04,88878.72,93141.34,182020.06,"AUS"
"5131",1967,24,FALSE,77620.41,83149.42,160769.83,82771.56,87696.06,170467.62,"AUS"
"5132",1967,25,FALSE,76460.61,82195.14,158655.75,78957.58,84715.82,163673.4,"AUS"
"5133",1967,26,FALSE,73618.85,78927.51,152546.36,77593.24,83671.38,161264.62,"AUS"
"5134",1967,27,FALSE,73246.2,77808.1,151054.3,74704.68,80362.84,155067.52,"AUS"
"5135",1967,28,FALSE,73041.54,76961.1,150002.64,74353.84,78948.24,153302.08,"AUS"
"5136",1967,29,FALSE,71828.22,75889.33,147717.55,73941.1,77883.53,151824.63,"AUS"
"5137",1967,30,FALSE,70272.75,74303.48,144576.23,72654.92,76704.79,149359.71,"AUS"
"5138",1967,31,FALSE,68110.6,72098.84,140209.44,71118.59,75257.64,146376.23,"AUS"
"5139",1967,32,FALSE,66518.51,70950.43,137468.94,68913.66,72984.69,141898.35,"AUS"
"5140",1967,33,FALSE,66206.64,71290.36,137497,67292.23,71669.75,138961.98,"AUS"
"5141",1967,34,FALSE,66728.43,71989.36,138717.79,67066.37,71997.71,139064.08,"AUS"
"5142",1967,35,FALSE,69936.01,75304.44,145240.45,67660.59,72731.25,140391.84,"AUS"
"5143",1967,36,FALSE,72910.93,78582.49,151493.42,70705.14,76127.5,146832.64,"AUS"
"5144",1967,37,FALSE,73073.27,79343.08,152416.35,73496.16,79131.14,152627.3,"AUS"
"5145",1967,38,FALSE,74427.85,80898.26,155326.11,73594.3,79874.82,153469.12,"AUS"
"5146",1967,39,FALSE,74834.44,80879.31,155713.75,75005.02,81391,156396.02,"AUS"
"5147",1967,40,FALSE,75269.56,81028.5,156298.06,75201.8,81232.04,156433.84,"AUS"
"5148",1967,41,FALSE,76563.21,81367.67,157930.88,75546.96,81245.93,156792.89,"AUS"
"5149",1967,42,FALSE,75887.89,79562.72,155450.61,76778.03,81507.31,158285.34,"AUS"
"5150",1967,43,FALSE,75275.21,78254.16,153529.37,76043.48,79552.41,155595.89,"AUS"
"5151",1967,44,FALSE,75568.62,78525.61,154094.23,75330.49,78238.52,153569.01,"AUS"
"5152",1967,45,FALSE,75440.66,78771.99,154212.65,75578.43,78533.56,154111.99,"AUS"
"5153",1967,46,FALSE,72223.98,75139.48,147363.46,75420.04,78648.09,154068.13,"AUS"
"5154",1967,47,FALSE,66158.64,67835.36,133994,72140.97,74893.16,147034.13,"AUS"
"5155",1967,48,FALSE,63193.42,63316.72,126510.14,65991.93,67511.55,133503.48,"AUS"
"5156",1967,49,FALSE,63683.54,63731.31,127414.85,63006.83,62958.22,125965.05,"AUS"
"5157",1967,50,FALSE,64117.64,64868.22,128985.86,63348.1,63347.84,126695.94,"AUS"
"5158",1967,51,FALSE,65297.14,65876.1,131173.24,63670.87,64188.44,127859.31,"AUS"
"5159",1967,52,FALSE,66138.63,66474.41,132613.04,64724.88,65074.22,129799.1,"AUS"
