"","Year","Age","OpenInterval","Female1","Male1","Total1","Female2","Male2","Total2","Country"
"1",1921,0,FALSE,62847.68,65851.28,128698.96,64647.12,67298.36,131945.48,"AUS"
"2",1921,1,FALSE,57777.3,60216.58,117993.88,61421.37,63919.73,125341.1,"AUS"
"3",1921,2,FALSE,56940.78,59047.16,115987.94,57309.04,59661.92,116970.96,"AUS"
"4",1921,3,FALSE,58272.29,60217.82,118490.11,56694.25,58744.66,115438.91,"AUS"
"5",1921,4,FALSE,58718.95,60773.16,119492.11,58093.42,59994.25,118087.67,"AUS"
"6",1921,5,FALSE,59887.79,61686.66,121574.45,58552.05,60600,119152.05,"AUS"
"7",1921,6,FALSE,61033.62,62332.64,123366.26,59738.08,61541.37,121279.45,"AUS"
"8",1921,7,FALSE,59455.12,60775.78,120230.9,60903.29,62204.11,123107.4,"AUS"
"9",1921,8,FALSE,57735.82,58806.14,116541.96,59360.27,60659.45,120019.72,"AUS"
"10",1921,9,FALSE,56180.87,57139.91,113320.78,57655.34,58707.4,116362.74,"AUS"
"11",1921,10,FALSE,54371.71,56003.21,110374.92,56109.04,57057.81,113166.85,"AUS"
"12",1921,11,FALSE,52719.21,54661.55,107380.76,54306.58,55902.47,110209.05,"AUS"
"13",1921,12,FALSE,51964.96,53089.46,105054.42,52658.63,54559.45,107218.08,"AUS"
"14",1921,13,FALSE,51180.98,51993.91,103174.89,51899.18,53004.93,104904.11,"AUS"
"15",1921,14,FALSE,49233.62,51185.66,100419.28,51108.22,51906.58,103014.8,"AUS"
"16",1921,15,FALSE,48232.89,50293.65,98526.54,49158.63,51102.47,100261.1,"AUS"
"17",1921,16,FALSE,46904.49,47973.97,94878.46,48151.23,50207.4,98358.63,"AUS"
"18",1921,17,FALSE,45554.9,46119.54,91674.44,46810.68,47864.38,94675.06,"AUS"
"19",1921,18,FALSE,45807.14,46115.8,91922.94,45450.41,46003.29,91453.7,"AUS"
"20",1921,19,FALSE,46120.55,46167.75,92288.3,45699.18,46000,91699.18,"AUS"
"21",1921,20,FALSE,46774.42,46332.58,93107,46000,46052.05,92052.05,"AUS"
"22",1921,21,FALSE,46227.13,44912.95,91140.08,46646.3,46200,92846.3,"AUS"
"23",1921,22,FALSE,45428.67,43293.79,88722.46,46109.86,44765.21,90875.07,"AUS"
"24",1921,23,FALSE,46195.72,42954.23,89149.95,45297.53,43151.23,88448.76,"AUS"
"25",1921,24,FALSE,47001.76,43296.31,90298.07,46047.12,42804.93,88852.05,"AUS"
"26",1921,25,FALSE,47266.36,44159.28,91425.64,46847.12,43145.48,89992.6,"AUS"
"27",1921,26,FALSE,47570.64,44656.86,92227.5,47100.82,44001.64,91102.46,"AUS"
"28",1921,27,FALSE,47788.8,45617.27,93406.07,47396.71,44495.89,91892.6,"AUS"
"29",1921,28,FALSE,47887.23,46382.42,94269.65,47601.64,45447.95,93049.59,"AUS"
"30",1921,29,FALSE,47147.58,46539.94,93687.52,47698.36,46197.53,93895.89,"AUS"
"31",1921,30,FALSE,45670.89,46347.92,92018.81,46958.63,46352.88,93311.51,"AUS"
"32",1921,31,FALSE,44973.4,46606.88,91580.28,45504.11,46150.41,91654.52,"AUS"
"33",1921,32,FALSE,44359.31,46164.01,90523.32,44802.47,46399.18,91201.65,"AUS"
"34",1921,33,FALSE,43065.26,44562.98,87628.24,44152.88,45955.34,90108.22,"AUS"
"35",1921,34,FALSE,41692.44,43273.56,84966,42857.81,44359.45,87217.26,"AUS"
"36",1921,35,FALSE,40793.53,42387.1,83180.63,41503.29,43052.88,84556.17,"AUS"
"37",1921,36,FALSE,39266.09,41072.1,80338.19,40603.29,42155.34,82758.63,"AUS"
"38",1921,37,FALSE,37331.03,38982.12,76313.15,39059.45,40856.99,79916.44,"AUS"
"39",1921,38,FALSE,36216.97,37642.84,73859.81,37106.58,38760.27,75866.85,"AUS"
"40",1921,39,FALSE,35748.24,37269.4,73017.64,36001.64,37401.64,73403.28,"AUS"
"41",1921,40,FALSE,35083.55,36743.64,71827.19,35551.23,37001.64,72552.87,"AUS"
"42",1921,41,FALSE,33439.1,35393.55,68832.65,34902.47,36501.64,71404.11,"AUS"
"43",1921,42,FALSE,31439.85,33470.34,64910.19,33260.27,35159.45,68419.72,"AUS"
"44",1921,43,FALSE,30082.91,32006.03,62088.94,31255.34,33205.75,64461.09,"AUS"
"45",1921,44,FALSE,29238.07,30928.2,60166.27,29904.93,31756.16,61661.09,"AUS"
"46",1921,45,FALSE,28636.18,30235.93,58872.11,29051.23,30652.05,59703.28,"AUS"
"47",1921,46,FALSE,27933.16,29627.9,57561.06,28452.88,29952.88,58405.76,"AUS"
"48",1921,47,FALSE,27194.14,28961.62,56155.76,27752.05,29351.23,57103.28,"AUS"
"49",1921,48,FALSE,26546.48,28789.54,55336.02,27003.29,28652.88,55656.17,"AUS"
"50",1921,49,FALSE,26167.75,28925.26,55093.01,26351.23,28497.53,54848.76,"AUS"
"51",1921,50,FALSE,25613.16,28844.26,54457.42,25951.23,28598.36,54549.59,"AUS"
"52",1921,51,FALSE,24763.4,27872.61,52636.01,25402.47,28500.82,53903.29,"AUS"
"53",1921,52,FALSE,23930.03,26656.94,50586.97,24553.7,27554.52,52108.22,"AUS"
"54",1921,53,FALSE,22745.1,25723.58,48468.68,23702.47,26304.11,50006.58,"AUS"
"55",1921,54,FALSE,21600.22,25122.51,46722.73,22506.58,25352.88,47859.46,"AUS"
"56",1921,55,FALSE,21160.67,24974.7,46135.37,21352.05,24750.41,46102.46,"AUS"
"57",1921,56,FALSE,20716.22,24504.19,45220.41,20900.82,24549.59,45450.41,"AUS"
"58",1921,57,FALSE,20160.54,23554.41,43714.95,20452.05,24052.88,44504.93,"AUS"
"59",1921,58,FALSE,19369.11,22539.88,41908.99,19901.64,23102.47,43004.11,"AUS"
"60",1921,59,FALSE,18430.07,21600.79,40030.86,19103.29,22053.7,41156.99,"AUS"
"61",1921,60,FALSE,17629.84,20702.55,38332.39,18152.88,21052.05,39204.93,"AUS"
"62",1921,61,FALSE,16384.7,19189.96,35574.66,17352.05,20152.88,37504.93,"AUS"
"63",1921,62,FALSE,15218.41,17571.85,32790.26,16106.58,18706.58,34813.16,"AUS"
"64",1921,63,FALSE,14528.24,16560.46,31088.7,14901.64,17053.7,31955.34,"AUS"
"65",1921,64,FALSE,13546.16,15607.73,29153.89,14202.47,16051.23,30253.7,"AUS"
"66",1921,65,FALSE,12185.81,14304.72,26490.53,13204.11,15052.88,28256.99,"AUS"
"67",1921,66,FALSE,10647.38,12471.41,23118.79,11854.52,13754.52,25609.04,"AUS"
"68",1921,67,FALSE,9261.4,10650.93,19912.33,10355.34,12006.58,22361.92,"AUS"
"69",1921,68,FALSE,8353.76,9380.59,17734.35,8953.7,10204.93,19158.63,"AUS"
"70",1921,69,FALSE,7810.61,8689.84,16500.45,8052.05,8952.88,17004.93,"AUS"
"71",1921,70,FALSE,7407.86,8111.97,15519.83,7500.82,8250.41,15751.23,"AUS"
"72",1921,71,FALSE,6848.71,7348.16,14196.87,7100,7701.64,14801.64,"AUS"
"73",1921,72,FALSE,6183.58,6532.83,12716.41,6552.05,6952.05,13504.1,"AUS"
"74",1921,73,FALSE,5837.71,5819.7,11657.41,5851.23,6101.64,11952.87,"AUS"
"75",1921,74,FALSE,5438.46,5270.44,10708.9,5500,5400.82,10900.82,"AUS"
"76",1921,75,FALSE,5009.27,4922.28,9931.55,5100,4851.23,9951.23,"AUS"
"77",1921,76,FALSE,4599.67,4556.92,9156.59,4651.23,4498.36,9149.59,"AUS"
"78",1921,77,FALSE,4151.24,3898.93,8050.17,4249.59,4152.05,8401.64,"AUS"
"79",1921,78,FALSE,3589.57,3430.15,7019.72,3801.64,3500,7301.64,"AUS"
"80",1921,79,FALSE,3177.32,3025.05,6202.37,3250.41,3050.41,6300.82,"AUS"
"81",1921,80,FALSE,3084.56,2952.73,6037.29,3160.45,2868.48,6028.93,"AUS"
"82",1921,81,FALSE,2602.36,2491.07,5093.43,2783.11,2602.45,5385.56,"AUS"
"83",1921,82,FALSE,2138.23,1961.51,4099.74,2354.08,2196.05,4550.13,"AUS"
"84",1921,83,FALSE,1907.48,1724,3631.48,1881.18,1702.48,3583.66,"AUS"
"85",1921,84,FALSE,1663.17,1509.27,3172.44,1657.55,1484.66,3142.21,"AUS"
"86",1921,85,FALSE,1428.45,1199.59,2628.04,1423.45,1248.37,2671.82,"AUS"
"87",1921,86,FALSE,1165.45,974.88,2140.33,1213.2,969.74,2182.94,"AUS"
"88",1921,87,FALSE,906.46,838.88,1745.34,981.58,792.78,1774.36,"AUS"
"89",1921,88,FALSE,694.4,657.24,1351.64,748.38,674.25,1422.63,"AUS"
"90",1921,89,FALSE,547.79,488.76,1036.55,574.17,520.57,1094.74,"AUS"
"91",1921,90,FALSE,422.21,366.34,788.55,446.07,379.02,825.09,"AUS"
"92",1921,91,FALSE,304.16,273.23,577.39,340.31,290.57,630.88,"AUS"
"93",1921,92,FALSE,239.57,195.25,434.82,245.14,221.59,466.73,"AUS"
"94",1921,93,FALSE,195.86,136.79,332.65,183.5,152.62,336.12,"AUS"
"95",1921,94,FALSE,135.69,101.77,237.46,152.68,106.7,259.38,"AUS"
"96",1921,95,FALSE,88.07,73.52,161.59,106.36,79.47,185.83,"AUS"
"97",1921,96,FALSE,53.75,43.26,97.01,69.08,56,125.08,"AUS"
"98",1921,97,FALSE,33.6,28.97,62.57,39.24,31.31,70.55,"AUS"
"99",1921,98,FALSE,22.94,22.58,45.52,21.11,19.92,41.03,"AUS"
"100",1921,99,FALSE,14.95,15.97,30.92,15.44,17.17,32.61,"AUS"
"101",1921,100,FALSE,12.58,16.65,29.23,10.91,12.24,23.15,"AUS"
"102",1921,101,FALSE,8.76,11.01,19.77,9.01,11.71,20.72,"AUS"
"103",1921,102,FALSE,3.48,3.38,6.86,5.33,8.62,13.95,"AUS"
"104",1921,103,FALSE,1.95,2.54,4.49,2.53,2.38,4.91,"AUS"
"105",1921,104,FALSE,0.48,3.01,3.49,1.43,1.54,2.97,"AUS"
"106",1921,105,FALSE,0,1.38,1.38,0,2.54,2.54,"AUS"
"107",1921,106,FALSE,0,1.08,1.08,0,1.38,1.38,"AUS"
"108",1921,107,FALSE,0,0.92,0.92,0,1.08,1.08,"AUS"
"109",1921,108,FALSE,0,0.54,0.54,0,0.92,0.92,"AUS"
"110",1921,109,FALSE,0,0.46,0.46,0,0.54,0.54,"AUS"
"111",1921,110,TRUE,0,1,1,0,1.46,1.46,"AUS"
"112",1922,0,FALSE,64647.12,67298.36,131945.48,64300,66898.36,131198.36,"AUS"
"113",1922,1,FALSE,61421.37,63919.73,125341.1,63596.71,66098.36,129695.07,"AUS"
"114",1922,2,FALSE,57309.04,59661.92,116970.96,61021.37,63570.14,124591.51,"AUS"
"115",1922,3,FALSE,56694.25,58744.66,115438.91,57159.45,59612.33,116771.78,"AUS"
"116",1922,4,FALSE,58093.42,59994.25,118087.67,56644.66,58695.07,115339.73,"AUS"
"117",1922,5,FALSE,58552.05,60600,119152.05,58043.84,59894.25,117938.09,"AUS"
"118",1922,6,FALSE,59738.08,61541.37,121279.45,58552.05,60600.82,119152.87,"AUS"
"119",1922,7,FALSE,60903.29,62204.11,123107.4,59787.67,61641.37,121429.04,"AUS"
"120",1922,8,FALSE,59360.27,60659.45,120019.72,61003.29,62304.11,123307.4,"AUS"
"121",1922,9,FALSE,57655.34,58707.4,116362.74,59560.27,60759.45,120319.72,"AUS"
"122",1922,10,FALSE,56109.04,57057.81,113166.85,57804.93,58907.4,116712.33,"AUS"
"123",1922,11,FALSE,54306.58,55902.47,110209.05,56209.04,57208.22,113417.26,"AUS"
"124",1922,12,FALSE,52658.63,54559.45,107218.08,54506.58,56052.88,110559.46,"AUS"
"125",1922,13,FALSE,51899.18,53004.93,104904.11,52808.22,54709.04,107517.26,"AUS"
"126",1922,14,FALSE,51108.22,51906.58,103014.8,51999.18,53204.11,105203.29,"AUS"
"127",1922,15,FALSE,49158.63,51102.47,100261.1,51208.22,52156.16,103364.38,"AUS"
"128",1922,16,FALSE,48151.23,50207.4,98358.63,49308.22,51402.47,100710.69,"AUS"
"129",1922,17,FALSE,46810.68,47864.38,94675.06,48251.23,50507.4,98758.63,"AUS"
"130",1922,18,FALSE,45450.41,46003.29,91453.7,46861.1,48164.38,95025.48,"AUS"
"131",1922,19,FALSE,45699.18,46000,91699.18,45600,46352.88,91952.88,"AUS"
"132",1922,20,FALSE,46000,46052.05,92052.05,45848.77,46300,92148.77,"AUS"
"133",1922,21,FALSE,46646.3,46200,92846.3,46149.59,46502.47,92652.06,"AUS"
"134",1922,22,FALSE,46109.86,44765.21,90875.07,46846.3,46600,93446.3,"AUS"
"135",1922,23,FALSE,45297.53,43151.23,88448.76,46260.27,45215.62,91475.89,"AUS"
"136",1922,24,FALSE,46047.12,42804.93,88852.05,45447.95,43601.64,89049.59,"AUS"
"137",1922,25,FALSE,46847.12,43145.48,89992.6,46147.12,43255.34,89402.46,"AUS"
"138",1922,26,FALSE,47100.82,44001.64,91102.46,46897.53,43695.89,90593.42,"AUS"
"139",1922,27,FALSE,47396.71,44495.89,91892.6,47201.64,44302.47,91504.11,"AUS"
"140",1922,28,FALSE,47601.64,45447.95,93049.59,47447.12,44897.53,92344.65,"AUS"
"141",1922,29,FALSE,47698.36,46197.53,93895.89,47701.64,45799.18,93500.82,"AUS"
"142",1922,30,FALSE,46958.63,46352.88,93311.51,47798.36,46498.36,94296.72,"AUS"
"143",1922,31,FALSE,45504.11,46150.41,91654.52,47058.63,46653.7,93712.33,"AUS"
"144",1922,32,FALSE,44802.47,46399.18,91201.65,45604.11,46400.82,92004.93,"AUS"
"145",1922,33,FALSE,44152.88,45955.34,90108.22,44852.88,46650.41,91503.29,"AUS"
"146",1922,34,FALSE,42857.81,44359.45,87217.26,44203.29,46256.16,90459.45,"AUS"
"147",1922,35,FALSE,41503.29,43052.88,84556.17,42908.22,44609.86,87518.08,"AUS"
"148",1922,36,FALSE,40603.29,42155.34,82758.63,41504.11,43253.7,84757.81,"AUS"
"149",1922,37,FALSE,39059.45,40856.99,79916.44,40653.7,42405.75,83059.45,"AUS"
"150",1922,38,FALSE,37106.58,38760.27,75866.85,39059.45,40957.81,80017.26,"AUS"
"151",1922,39,FALSE,36001.64,37401.64,73403.28,37006.58,38961.1,75967.68,"AUS"
"152",1922,40,FALSE,35551.23,37001.64,72552.87,35952.05,37502.47,73454.52,"AUS"
"153",1922,41,FALSE,34902.47,36501.64,71404.11,35401.64,37052.88,72454.52,"AUS"
"154",1922,42,FALSE,33260.27,35159.45,68419.72,34802.47,36602.47,71404.94,"AUS"
"155",1922,43,FALSE,31255.34,33205.75,64461.09,33160.27,35160.27,68320.54,"AUS"
"156",1922,44,FALSE,29904.93,31756.16,61661.09,31155.34,33256.16,64411.5,"AUS"
"157",1922,45,FALSE,29051.23,30652.05,59703.28,29855.34,31756.99,61612.33,"AUS"
"158",1922,46,FALSE,28452.88,29952.88,58405.76,28951.23,30652.88,59604.11,"AUS"
"159",1922,47,FALSE,27752.05,29351.23,57103.28,28352.88,29953.7,58306.58,"AUS"
"160",1922,48,FALSE,27003.29,28652.88,55656.17,27702.47,29302.47,57004.94,"AUS"
"161",1922,49,FALSE,26351.23,28497.53,54848.76,26903.29,28653.7,55556.99,"AUS"
"162",1922,50,FALSE,25951.23,28598.36,54549.59,26251.23,28299.18,54550.41,"AUS"
"163",1922,51,FALSE,25402.47,28500.82,53903.29,25851.23,28499.18,54350.41,"AUS"
"164",1922,52,FALSE,24553.7,27554.52,52108.22,25302.47,28352.05,53654.52,"AUS"
"165",1922,53,FALSE,23702.47,26304.11,50006.58,24453.7,27455.34,51909.04,"AUS"
"166",1922,54,FALSE,22506.58,25352.88,47859.46,23602.47,26204.11,49806.58,"AUS"
"167",1922,55,FALSE,21352.05,24750.41,46102.46,22456.99,25203.29,47660.28,"AUS"
"168",1922,56,FALSE,20900.82,24549.59,45450.41,21302.47,24600.82,45903.29,"AUS"
"169",1922,57,FALSE,20452.05,24052.88,44504.93,20800.82,24400,45200.82,"AUS"
"170",1922,58,FALSE,19901.64,23102.47,43004.11,20352.05,23853.7,44205.75,"AUS"
"171",1922,59,FALSE,19103.29,22053.7,41156.99,19701.64,22903.29,42604.93,"AUS"
"172",1922,60,FALSE,18152.88,21052.05,39204.93,18903.29,21804.11,40707.4,"AUS"
"173",1922,61,FALSE,17352.05,20152.88,37504.93,17952.88,20802.47,38755.35,"AUS"
"174",1922,62,FALSE,16106.58,18706.58,34813.16,17152.05,19903.29,37055.34,"AUS"
"175",1922,63,FALSE,14901.64,17053.7,31955.34,15906.58,18407.4,34313.98,"AUS"
"176",1922,64,FALSE,14202.47,16051.23,30253.7,14701.64,16704.11,31405.75,"AUS"
"177",1922,65,FALSE,13204.11,15052.88,28256.99,13952.05,15601.64,29553.69,"AUS"
"178",1922,66,FALSE,11854.52,13754.52,25609.04,12904.11,14703.29,27607.4,"AUS"
"179",1922,67,FALSE,10355.34,12006.58,22361.92,11554.52,13354.52,24909.04,"AUS"
"180",1922,68,FALSE,8953.7,10204.93,19158.63,10105.75,11606.58,21712.33,"AUS"
"181",1922,69,FALSE,8052.05,8952.88,17004.93,8703.29,9904.93,18608.22,"AUS"
"182",1922,70,FALSE,7500.82,8250.41,15751.23,7852.05,8652.88,16504.93,"AUS"
"183",1922,71,FALSE,7100,7701.64,14801.64,7200.82,7950.41,15151.23,"AUS"
"184",1922,72,FALSE,6552.05,6952.05,13504.1,6850.41,7401.64,14252.05,"AUS"
"185",1922,73,FALSE,5851.23,6101.64,11952.87,6252.05,6552.05,12804.1,"AUS"
"186",1922,74,FALSE,5500,5400.82,10900.82,5600.82,5752.05,11352.87,"AUS"
"187",1922,75,FALSE,5100,4851.23,9951.23,5150.41,5050.41,10200.82,"AUS"
"188",1922,76,FALSE,4651.23,4498.36,9149.59,4800,4451.23,9251.23,"AUS"
"189",1922,77,FALSE,4249.59,4152.05,8401.64,4300.82,4198.36,8499.18,"AUS"
"190",1922,78,FALSE,3801.64,3500,7301.64,3949.59,3752.05,7701.64,"AUS"
"191",1922,79,FALSE,3250.41,3050.41,6300.82,3451.23,3150.41,6601.64,"AUS"
"192",1922,80,FALSE,3160.45,2868.48,6028.93,3240.42,2953.68,6194.1,"AUS"
"193",1922,81,FALSE,2783.11,2602.45,5385.56,2841.92,2554.72,5396.64,"AUS"
"194",1922,82,FALSE,2354.08,2196.05,4550.13,2490.43,2291.33,4781.76,"AUS"
"195",1922,83,FALSE,1881.18,1702.48,3583.66,2074.33,1893.07,3967.4,"AUS"
"196",1922,84,FALSE,1657.55,1484.66,3142.21,1629.19,1439.66,3068.85,"AUS"
"197",1922,85,FALSE,1423.45,1248.37,2671.82,1407.08,1216.85,2623.93,"AUS"
"198",1922,86,FALSE,1213.2,969.74,2182.94,1181.24,1001.21,2182.45,"AUS"
"199",1922,87,FALSE,981.58,792.78,1774.36,979.34,778.45,1757.79,"AUS"
"200",1922,88,FALSE,748.38,674.25,1422.63,790.56,640.51,1431.07,"AUS"
"201",1922,89,FALSE,574.17,520.57,1094.74,604.95,533.44,1138.39,"AUS"
"202",1922,90,FALSE,446.07,379.02,825.09,460.8,398.88,859.68,"AUS"
"203",1922,91,FALSE,340.31,290.57,630.88,352.77,289.4,642.17,"AUS"
"204",1922,92,FALSE,245.14,221.59,466.73,273.72,222.48,496.2,"AUS"
"205",1922,93,FALSE,183.5,152.62,336.12,191.52,165.52,357.04,"AUS"
"206",1922,94,FALSE,152.68,106.7,259.38,141.94,112.07,254.01,"AUS"
"207",1922,95,FALSE,106.36,79.47,185.83,114.28,78.91,193.19,"AUS"
"208",1922,96,FALSE,69.08,56,125.08,73.89,60.5,134.39,"AUS"
"209",1922,97,FALSE,39.24,31.31,70.55,46.61,42.06,88.67,"AUS"
"210",1922,98,FALSE,21.11,19.92,41.03,25.77,22.35,48.12,"AUS"
"211",1922,99,FALSE,15.44,17.17,32.61,15.13,12.4,27.53,"AUS"
"212",1922,100,FALSE,10.91,12.24,23.15,12.9,9.48,22.38,"AUS"
"213",1922,101,FALSE,9.01,11.71,20.72,8.39,8.47,16.86,"AUS"
"214",1922,102,FALSE,5.33,8.62,13.95,5.48,7.47,12.95,"AUS"
"215",1922,103,FALSE,2.53,2.38,4.91,3.43,5.39,8.82,"AUS"
"216",1922,104,FALSE,1.43,1.54,2.97,2,1.84,3.84,"AUS"
"217",1922,105,FALSE,0,2.54,2.54,0.95,0.54,1.49,"AUS"
"218",1922,106,FALSE,0,1.38,1.38,0,2.08,2.08,"AUS"
"219",1922,107,FALSE,0,1.08,1.08,0,1.38,1.38,"AUS"
"220",1922,108,FALSE,0,0.92,0.92,0,0.54,0.54,"AUS"
"221",1922,109,FALSE,0,0.54,0.54,0,0.46,0.46,"AUS"
"222",1922,110,TRUE,0,1.46,1.46,0,1,1,"AUS"
"223",1923,0,FALSE,64300,66898.36,131198.36,63392.6,65792.6,129185.2,"AUS"
"224",1923,1,FALSE,63596.71,66098.36,129695.07,63200,65647.95,128847.95,"AUS"
"225",1923,2,FALSE,61021.37,63570.14,124591.51,63247.12,65798.36,129045.48,"AUS"
"226",1923,3,FALSE,57159.45,59612.33,116771.78,60921.37,63519.73,124441.1,"AUS"
"227",1923,4,FALSE,56644.66,58695.07,115339.73,57109.04,59561.92,116670.96,"AUS"
"228",1923,5,FALSE,58043.84,59894.25,117938.09,56644.66,58695.89,115340.55,"AUS"
"229",1923,6,FALSE,58552.05,60600.82,119152.87,58043.84,59994.25,118038.09,"AUS"
"230",1923,7,FALSE,59787.67,61641.37,121429.04,58602.47,60650.41,119252.88,"AUS"
"231",1923,8,FALSE,61003.29,62304.11,123307.4,59887.67,61690.96,121578.63,"AUS"
"232",1923,9,FALSE,59560.27,60759.45,120319.72,61152.88,62404.11,123556.99,"AUS"
"233",1923,10,FALSE,57804.93,58907.4,116712.33,59660.27,60959.45,120619.72,"AUS"
"234",1923,11,FALSE,56209.04,57208.22,113417.26,57955.34,59107.4,117062.74,"AUS"
"235",1923,12,FALSE,54506.58,56052.88,110559.46,56409.04,57408.22,113817.26,"AUS"
"236",1923,13,FALSE,52808.22,54709.04,107517.26,54606.58,56152.88,110759.46,"AUS"
"237",1923,14,FALSE,51999.18,53204.11,105203.29,52908.22,54859.45,107767.67,"AUS"
"238",1923,15,FALSE,51208.22,52156.16,103364.38,52099.18,53404.11,105503.29,"AUS"
"239",1923,16,FALSE,49308.22,51402.47,100710.69,51358.63,52456.16,103814.79,"AUS"
"240",1923,17,FALSE,48251.23,50507.4,98758.63,49408.22,51702.47,101110.69,"AUS"
"241",1923,18,FALSE,46861.1,48164.38,95025.48,48351.23,50756.99,99108.22,"AUS"
"242",1923,19,FALSE,45600,46352.88,91952.88,46961.1,48464.38,95425.48,"AUS"
"243",1923,20,FALSE,45848.77,46300,92148.77,45750.41,46703.29,92453.7,"AUS"
"244",1923,21,FALSE,46149.59,46502.47,92652.06,45999.18,46749.59,92748.77,"AUS"
"245",1923,22,FALSE,46846.3,46600,93446.3,46400,46902.47,93302.47,"AUS"
"246",1923,23,FALSE,46260.27,45215.62,91475.89,47096.71,47100,94196.71,"AUS"
"247",1923,24,FALSE,45447.95,43601.64,89049.59,46460.27,45715.62,92175.89,"AUS"
"248",1923,25,FALSE,46147.12,43255.34,89402.46,45547.95,44152.05,89700,"AUS"
"249",1923,26,FALSE,46897.53,43695.89,90593.42,46297.53,43905.75,90203.28,"AUS"
"250",1923,27,FALSE,47201.64,44302.47,91504.11,47047.12,44146.3,91193.42,"AUS"
"251",1923,28,FALSE,47447.12,44897.53,92344.65,47352.05,44852.05,92204.1,"AUS"
"252",1923,29,FALSE,47701.64,45799.18,93500.82,47597.53,45296.71,92894.24,"AUS"
"253",1923,30,FALSE,47798.36,46498.36,94296.72,47852.05,46199.18,94051.23,"AUS"
"254",1923,31,FALSE,47058.63,46653.7,93712.33,47898.36,46847.95,94746.31,"AUS"
"255",1923,32,FALSE,45604.11,46400.82,92004.93,47209.04,47004.11,94213.15,"AUS"
"256",1923,33,FALSE,44852.88,46650.41,91503.29,45704.11,46800.82,92504.93,"AUS"
"257",1923,34,FALSE,44203.29,46256.16,90459.45,44952.88,47000,91952.88,"AUS"
"258",1923,35,FALSE,42908.22,44609.86,87518.08,44303.29,46505.75,90809.04,"AUS"
"259",1923,36,FALSE,41504.11,43253.7,84757.81,43008.22,44909.86,87918.08,"AUS"
"260",1923,37,FALSE,40653.7,42405.75,83059.45,41604.11,43553.7,85157.81,"AUS"
"261",1923,38,FALSE,39059.45,40957.81,80017.26,40653.7,42605.75,83259.45,"AUS"
"262",1923,39,FALSE,37006.58,38961.1,75967.68,39009.86,41207.4,80217.26,"AUS"
"263",1923,40,FALSE,35952.05,37502.47,73454.52,37056.99,39161.1,76218.09,"AUS"
"264",1923,41,FALSE,35401.64,37052.88,72454.52,35852.05,37702.47,73554.52,"AUS"
"265",1923,42,FALSE,34802.47,36602.47,71404.94,35352.05,37202.47,72554.52,"AUS"
"266",1923,43,FALSE,33160.27,35160.27,68320.54,34702.47,36752.88,71455.35,"AUS"
"267",1923,44,FALSE,31155.34,33256.16,64411.5,33060.27,35209.86,68270.13,"AUS"
"268",1923,45,FALSE,29855.34,31756.99,61612.33,31155.34,33356.16,64511.5,"AUS"
"269",1923,46,FALSE,28951.23,30652.88,59604.11,29805.75,31856.99,61662.74,"AUS"
"270",1923,47,FALSE,28352.88,29953.7,58306.58,28901.64,30752.88,59654.52,"AUS"
"271",1923,48,FALSE,27702.47,29302.47,57004.94,28302.47,30003.29,58305.76,"AUS"
"272",1923,49,FALSE,26903.29,28653.7,55556.99,27602.47,29402.47,57004.94,"AUS"
"273",1923,50,FALSE,26251.23,28299.18,54550.41,26853.7,28653.7,55507.4,"AUS"
"274",1923,51,FALSE,25851.23,28499.18,54350.41,26151.23,28248.77,54400,"AUS"
"275",1923,52,FALSE,25302.47,28352.05,53654.52,25751.23,28499.18,54250.41,"AUS"
"276",1923,53,FALSE,24453.7,27455.34,51909.04,25202.47,28301.64,53504.11,"AUS"
"277",1923,54,FALSE,23602.47,26204.11,49806.58,24353.7,27355.34,51709.04,"AUS"
"278",1923,55,FALSE,22456.99,25203.29,47660.28,23552.05,26104.11,49656.16,"AUS"
"279",1923,56,FALSE,21302.47,24600.82,45903.29,22406.58,25103.29,47509.87,"AUS"
"280",1923,57,FALSE,20800.82,24400,45200.82,21202.47,24500.82,45703.29,"AUS"
"281",1923,58,FALSE,20352.05,23853.7,44205.75,20751.23,24300,45051.23,"AUS"
"282",1923,59,FALSE,19701.64,22903.29,42604.93,20202.47,23703.29,43905.76,"AUS"
"283",1923,60,FALSE,18903.29,21804.11,40707.4,19552.05,22652.88,42204.93,"AUS"
"284",1923,61,FALSE,17952.88,20802.47,38755.35,18703.29,21553.7,40256.99,"AUS"
"285",1923,62,FALSE,17152.05,19903.29,37055.34,17702.47,20602.47,38304.94,"AUS"
"286",1923,63,FALSE,15906.58,18407.4,34313.98,16901.64,19652.88,36554.52,"AUS"
"287",1923,64,FALSE,14701.64,16704.11,31405.75,15706.58,18056.99,33763.57,"AUS"
"288",1923,65,FALSE,13952.05,15601.64,29553.69,14452.05,16304.11,30756.16,"AUS"
"289",1923,66,FALSE,12904.11,14703.29,27607.4,13652.05,15251.23,28903.28,"AUS"
"290",1923,67,FALSE,11554.52,13354.52,24909.04,12604.11,14303.29,26907.4,"AUS"
"291",1923,68,FALSE,10105.75,11606.58,21712.33,11304.11,12904.11,24208.22,"AUS"
"292",1923,69,FALSE,8703.29,9904.93,18608.22,9755.34,11256.16,21011.5,"AUS"
"293",1923,70,FALSE,7852.05,8652.88,16504.93,8452.88,9604.93,18057.81,"AUS"
