"","Year","Age","Female","Male","Total","OpenInterval","Country"
"1",1921,0,3842.31,5124.54,8966.85,FALSE,"AUS"
"2",1921,1,719.25,890.36,1609.61,FALSE,"AUS"
"3",1921,2,330.11,358.94,689.05,FALSE,"AUS"
"4",1921,3,166.06,249.66,415.72,FALSE,"AUS"
"5",1921,4,190.07,196.52,386.59,FALSE,"AUS"
"6",1921,5,149.05,153.4,302.45,FALSE,"AUS"
"7",1921,6,150.05,137.36,287.41,FALSE,"AUS"
"8",1921,7,109.04,118.31,227.35,FALSE,"AUS"
"9",1921,8,81.03,114.3,195.33,FALSE,"AUS"
"10",1921,9,78.03,82.22,160.25,FALSE,"AUS"
"11",1921,10,69.02,85.22,154.24,FALSE,"AUS"
"12",1921,11,62.03,116.31,178.34,FALSE,"AUS"
"13",1921,12,59.02,88.24,147.26,FALSE,"AUS"
"14",1921,13,73.02,81.21,154.23,FALSE,"AUS"
"15",1921,14,72.02,93.24,165.26,FALSE,"AUS"
"16",1921,15,78.02,74.19,152.21,FALSE,"AUS"
"17",1921,16,86.03,99.27,185.3,FALSE,"AUS"
"18",1921,17,100.04,118.31,218.35,FALSE,"AUS"
"19",1921,18,113.04,118.31,231.35,FALSE,"AUS"
"20",1921,19,101.03,111.29,212.32,FALSE,"AUS"
"21",1921,20,138.05,115.3,253.35,FALSE,"AUS"
"22",1921,21,118.04,148.4,266.44,FALSE,"AUS"
"23",1921,22,116.04,147.39,263.43,FALSE,"AUS"
"24",1921,23,149.05,139.37,288.42,FALSE,"AUS"
"25",1921,24,146.05,157.42,303.47,FALSE,"AUS"
"26",1921,25,166.06,146.38,312.44,FALSE,"AUS"
"27",1921,26,162.05,165.44,327.49,FALSE,"AUS"
"28",1921,27,189.07,159.42,348.49,FALSE,"AUS"
"29",1921,28,183.06,176.47,359.53,FALSE,"AUS"
"30",1921,29,194.07,192.51,386.58,FALSE,"AUS"
"31",1921,30,183.06,182.48,365.54,FALSE,"AUS"
"32",1921,31,148.05,211.56,359.61,FALSE,"AUS"
"33",1921,32,197.06,204.54,401.6,FALSE,"AUS"
"34",1921,33,213.07,211.56,424.63,FALSE,"AUS"
"35",1921,34,201.07,195.52,396.59,FALSE,"AUS"
"36",1921,35,180.06,249.65,429.71,FALSE,"AUS"
"37",1921,36,199.07,213.56,412.63,FALSE,"AUS"
"38",1921,37,212.07,214.56,426.63,FALSE,"AUS"
"39",1921,38,238.08,229.61,467.69,FALSE,"AUS"
"40",1921,39,195.07,256.68,451.75,FALSE,"AUS"
"41",1921,40,198.07,278.74,476.81,FALSE,"AUS"
"42",1921,41,165.06,206.55,371.61,FALSE,"AUS"
"43",1921,42,190.07,260.69,450.76,FALSE,"AUS"
"44",1921,43,180.06,266.71,446.77,FALSE,"AUS"
"45",1921,44,178.06,236.62,414.68,FALSE,"AUS"
"46",1921,45,194.06,315.83,509.89,FALSE,"AUS"
"47",1921,46,174.06,252.67,426.73,FALSE,"AUS"
"48",1921,47,188.06,299.8,487.86,FALSE,"AUS"
"49",1921,48,192.06,314.84,506.9,FALSE,"AUS"
"50",1921,49,199.07,274.73,473.8,FALSE,"AUS"
"51",1921,50,235.08,377,612.08,FALSE,"AUS"
"52",1921,51,185.06,306.81,491.87,FALSE,"AUS"
"53",1921,52,238.08,334.89,572.97,FALSE,"AUS"
"54",1921,53,213.07,365.97,579.04,FALSE,"AUS"
"55",1921,54,262.09,373.98,636.07,FALSE,"AUS"
"56",1921,55,241.08,376.99,618.07,FALSE,"AUS"
"57",1921,56,273.1,470.25,743.35,FALSE,"AUS"
"58",1921,57,253.09,422.11,675.2,FALSE,"AUS"
"59",1921,58,270.09,497.31,767.4,FALSE,"AUS"
"60",1921,59,258.09,464.22,722.31,FALSE,"AUS"
"61",1921,60,301.11,640.7,941.81,FALSE,"AUS"
"62",1921,61,256.09,461.22,717.31,FALSE,"AUS"
"63",1921,62,301.1,506.34,807.44,FALSE,"AUS"
"64",1921,63,333.11,530.4,863.51,FALSE,"AUS"
"65",1921,64,318.11,487.29,805.4,FALSE,"AUS"
"66",1921,65,370.13,627.66,997.79,FALSE,"AUS"
"67",1921,66,290.1,469.24,759.34,FALSE,"AUS"
"68",1921,67,294.1,460.22,754.32,FALSE,"AUS"
"69",1921,68,322.11,431.14,753.25,FALSE,"AUS"
"70",1921,69,280.09,424.12,704.21,FALSE,"AUS"
"71",1921,70,343.12,457.21,800.33,FALSE,"AUS"
"72",1921,71,270.09,360.95,631.04,FALSE,"AUS"
"73",1921,72,325.11,433.14,758.25,FALSE,"AUS"
"74",1921,73,340.12,429.14,769.26,FALSE,"AUS"
"75",1921,74,335.12,408.08,743.2,FALSE,"AUS"
"76",1921,75,344.11,433.15,777.26,FALSE,"AUS"
"77",1921,76,373.13,414.1,787.23,FALSE,"AUS"
"78",1921,77,325.11,395.05,720.16,FALSE,"AUS"
"79",1921,78,376.13,403.06,779.19,FALSE,"AUS"
"80",1921,79,299.1,354.93,654.03,FALSE,"AUS"
"81",1921,80,357.12,395.04,752.16,FALSE,"AUS"
"82",1921,81,241.09,302.8,543.89,FALSE,"AUS"
"83",1921,82,256.09,286.76,542.85,FALSE,"AUS"
"84",1921,83,258.09,229.61,487.7,FALSE,"AUS"
"85",1921,84,241.09,249.66,490.75,FALSE,"AUS"
"86",1921,85,236.09,269.72,505.81,FALSE,"AUS"
"87",1921,86,193.07,188.49,381.56,FALSE,"AUS"
"88",1921,87,174.06,175.47,349.53,FALSE,"AUS"
"89",1921,88,141.05,153.41,294.46,FALSE,"AUS"
"90",1921,89,98.04,119.32,217.36,FALSE,"AUS"
"91",1921,90,104.03,98.26,202.29,FALSE,"AUS"
"92",1921,91,59.02,53.14,112.16,FALSE,"AUS"
"93",1921,92,59.02,50.13,109.15,FALSE,"AUS"
"94",1921,93,53.02,35.1,88.12,FALSE,"AUS"
"95",1921,94,33.01,25.07,58.08,FALSE,"AUS"
"96",1921,95,25.01,19.05,44.06,FALSE,"AUS"
"97",1921,96,13,16.04,29.04,FALSE,"AUS"
"98",1921,97,16.01,8.02,24.03,FALSE,"AUS"
"99",1921,98,9,10.03,19.03,FALSE,"AUS"
"100",1921,99,6,1,7,FALSE,"AUS"
"101",1921,100,2,6.02,8.02,FALSE,"AUS"
"102",1921,101,5,4.01,9.01,FALSE,"AUS"
"103",1921,102,2,1,3,FALSE,"AUS"
"104",1921,103,0,1,1,FALSE,"AUS"
"105",1921,104,1,1,2,FALSE,"AUS"
"106",1921,105,0,0,0,FALSE,"AUS"
"107",1921,106,0,0,0,FALSE,"AUS"
"108",1921,107,0,0,0,FALSE,"AUS"
"109",1921,108,0,0,0,FALSE,"AUS"
"110",1921,109,0,0,0,FALSE,"AUS"
"111",1921,110,0,0,0,TRUE,"AUS"
"112",1922,0,2974.02,4284.86,7258.88,FALSE,"AUS"
"113",1922,1,553.38,701.96,1255.34,FALSE,"AUS"
"114",1922,2,226.16,290.4,516.56,FALSE,"AUS"
"115",1922,3,169.12,188.26,357.38,FALSE,"AUS"
"116",1922,4,130.09,137.19,267.28,FALSE,"AUS"
"117",1922,5,96.06,134.18,230.24,FALSE,"AUS"
"118",1922,6,90.06,111.15,201.21,FALSE,"AUS"
"119",1922,7,101.07,106.14,207.21,FALSE,"AUS"
"120",1922,8,91.06,109.15,200.21,FALSE,"AUS"
"121",1922,9,66.04,92.13,158.17,FALSE,"AUS"
"122",1922,10,67.04,83.11,150.15,FALSE,"AUS"
"123",1922,11,66.04,76.1,142.14,FALSE,"AUS"
"124",1922,12,52.03,73.1,125.13,FALSE,"AUS"
"125",1922,13,59.04,90.12,149.16,FALSE,"AUS"
"126",1922,14,81.05,91.12,172.17,FALSE,"AUS"
"127",1922,15,66.05,90.12,156.17,FALSE,"AUS"
"128",1922,16,58.04,102.14,160.18,FALSE,"AUS"
"129",1922,17,75.05,106.15,181.2,FALSE,"AUS"
"130",1922,18,94.07,91.12,185.19,FALSE,"AUS"
"131",1922,19,98.07,153.21,251.28,FALSE,"AUS"
"132",1922,20,117.08,123.17,240.25,FALSE,"AUS"
"133",1922,21,107.08,126.17,233.25,FALSE,"AUS"
"134",1922,22,128.09,142.19,270.28,FALSE,"AUS"
"135",1922,23,132.08,121.17,253.25,FALSE,"AUS"
"136",1922,24,149.1,136.18,285.28,FALSE,"AUS"
"137",1922,25,138.1,135.19,273.29,FALSE,"AUS"
"138",1922,26,153.11,175.24,328.35,FALSE,"AUS"
"139",1922,27,141.1,157.22,298.32,FALSE,"AUS"
"140",1922,28,161.11,168.23,329.34,FALSE,"AUS"
"141",1922,29,177.12,166.23,343.35,FALSE,"AUS"
"142",1922,30,183.12,175.24,358.36,FALSE,"AUS"
"143",1922,31,145.1,142.19,287.29,FALSE,"AUS"
"144",1922,32,195.14,180.25,375.39,FALSE,"AUS"
"145",1922,33,169.11,190.26,359.37,FALSE,"AUS"
"146",1922,34,182.13,194.26,376.39,FALSE,"AUS"
"147",1922,35,171.12,200.27,371.39,FALSE,"AUS"
"148",1922,36,188.13,174.24,362.37,FALSE,"AUS"
"149",1922,37,190.13,206.28,396.41,FALSE,"AUS"
"150",1922,38,159.11,251.35,410.46,FALSE,"AUS"
"151",1922,39,197.13,208.29,405.42,FALSE,"AUS"
"152",1922,40,182.12,215.29,397.41,FALSE,"AUS"
"153",1922,41,162.12,183.25,345.37,FALSE,"AUS"
"154",1922,42,193.13,271.37,464.5,FALSE,"AUS"
"155",1922,43,158.11,228.31,386.42,FALSE,"AUS"
"156",1922,44,166.11,234.32,400.43,FALSE,"AUS"
"157",1922,45,200.13,322.45,522.58,FALSE,"AUS"
"158",1922,46,167.12,248.34,415.46,FALSE,"AUS"
"159",1922,47,195.14,290.4,485.54,FALSE,"AUS"
"160",1922,48,172.12,287.39,459.51,FALSE,"AUS"
"161",1922,49,203.14,285.39,488.53,FALSE,"AUS"
"162",1922,50,223.15,388.53,611.68,FALSE,"AUS"
"163",1922,51,187.13,269.37,456.5,FALSE,"AUS"
"164",1922,52,266.18,359.49,625.67,FALSE,"AUS"
"165",1922,53,224.15,325.44,549.59,FALSE,"AUS"
"166",1922,54,237.16,374.51,611.67,FALSE,"AUS"
"167",1922,55,236.16,397.54,633.7,FALSE,"AUS"
"168",1922,56,260.17,411.56,671.73,FALSE,"AUS"
"169",1922,57,255.17,425.58,680.75,FALSE,"AUS"
"170",1922,58,287.19,463.64,750.83,FALSE,"AUS"
"171",1922,59,261.17,461.63,722.8,FALSE,"AUS"
"172",1922,60,312.21,545.75,857.96,FALSE,"AUS"
"173",1922,61,279.19,407.56,686.75,FALSE,"AUS"
"174",1922,62,316.22,564.77,880.99,FALSE,"AUS"
"175",1922,63,306.21,529.73,835.94,FALSE,"AUS"
"176",1922,64,327.23,589.8,917.03,FALSE,"AUS"
"177",1922,65,381.26,605.83,987.09,FALSE,"AUS"
"178",1922,66,338.23,484.66,822.89,FALSE,"AUS"
"179",1922,67,316.22,523.72,839.94,FALSE,"AUS"
"180",1922,68,329.22,551.75,880.97,FALSE,"AUS"
"181",1922,69,303.21,417.57,720.78,FALSE,"AUS"
"182",1922,70,339.23,493.67,832.9,FALSE,"AUS"
"183",1922,71,260.18,381.52,641.7,FALSE,"AUS"
"184",1922,72,360.24,480.66,840.9,FALSE,"AUS"
"185",1922,73,317.21,436.6,753.81,FALSE,"AUS"
"186",1922,74,305.21,412.57,717.78,FALSE,"AUS"
"187",1922,75,368.25,441.6,809.85,FALSE,"AUS"
"188",1922,76,368.25,396.55,764.8,FALSE,"AUS"
"189",1922,77,332.23,398.54,730.77,FALSE,"AUS"
"190",1922,78,399.27,444.6,843.87,FALSE,"AUS"
"191",1922,79,297.2,374.52,671.72,FALSE,"AUS"
"192",1922,80,369.25,344.47,713.72,FALSE,"AUS"
"193",1922,81,264.18,281.38,545.56,FALSE,"AUS"
"194",1922,82,323.22,342.47,665.69,FALSE,"AUS"
"195",1922,83,233.15,261.36,494.51,FALSE,"AUS"
"196",1922,84,272.18,264.36,536.54,FALSE,"AUS"
"197",1922,85,225.15,268.37,493.52,FALSE,"AUS"
"198",1922,86,260.18,225.31,485.49,FALSE,"AUS"
"199",1922,87,206.14,156.22,362.36,FALSE,"AUS"
"200",1922,88,175.12,148.2,323.32,FALSE,"AUS"
"201",1922,89,110.07,133.18,243.25,FALSE,"AUS"
"202",1922,90,115.08,108.15,223.23,FALSE,"AUS"
"203",1922,91,71.05,71.1,142.15,FALSE,"AUS"
"204",1922,92,62.04,65.09,127.13,FALSE,"AUS"
"205",1922,93,45.03,47.07,92.1,FALSE,"AUS"
"206",1922,94,38.03,34.05,72.08,FALSE,"AUS"
"207",1922,95,38.02,21.02,59.04,FALSE,"AUS"
"208",1922,96,27.02,17.02,44.04,FALSE,"AUS"
"209",1922,97,18.02,11.01,29.03,FALSE,"AUS"
"210",1922,98,9,7.01,16.01,FALSE,"AUS"
"211",1922,99,3,8.01,11.01,FALSE,"AUS"
"212",1922,100,2,7.01,9.01,FALSE,"AUS"
"213",1922,101,3.01,1,4.01,FALSE,"AUS"
"214",1922,102,4,7.01,11.01,FALSE,"AUS"
"215",1922,103,0,0,0,FALSE,"AUS"
"216",1922,104,1.01,1,2.01,FALSE,"AUS"
"217",1922,105,0,1,1,FALSE,"AUS"
"218",1922,106,0,0,0,FALSE,"AUS"
"219",1922,107,0,0,0,FALSE,"AUS"
"220",1922,108,0,1,1,FALSE,"AUS"
"221",1922,109,0,0,0,FALSE,"AUS"
"222",1922,110,0,1,1,TRUE,"AUS"
"223",1923,0,3568.74,4628.13,8196.87,FALSE,"AUS"
"224",1923,1,632.31,820.97,1453.28,FALSE,"AUS"
"225",1923,2,268.13,324.78,592.91,FALSE,"AUS"
"226",1923,3,152.07,205.5,357.57,FALSE,"AUS"
"227",1923,4,125.06,151.36,276.42,FALSE,"AUS"
"228",1923,5,107.06,121.29,228.35,FALSE,"AUS"
"229",1923,6,92.05,110.26,202.31,FALSE,"AUS"
"230",1923,7,87.04,123.29,210.33,FALSE,"AUS"
"231",1923,8,62.03,102.25,164.28,FALSE,"AUS"
"232",1923,9,77.04,72.18,149.22,FALSE,"AUS"
"233",1923,10,74.04,87.21,161.25,FALSE,"AUS"
"234",1923,11,83.04,64.16,147.2,FALSE,"AUS"
"235",1923,12,82.04,79.19,161.23,FALSE,"AUS"
"236",1923,13,56.02,87.21,143.23,FALSE,"AUS"
"237",1923,14,69.03,97.23,166.26,FALSE,"AUS"
"238",1923,15,74.04,94.23,168.27,FALSE,"AUS"
"239",1923,16,85.05,93.22,178.27,FALSE,"AUS"
"240",1923,17,95.04,135.33,230.37,FALSE,"AUS"
"241",1923,18,100.05,125.3,225.35,FALSE,"AUS"
"242",1923,19,115.06,127.3,242.36,FALSE,"AUS"
"243",1923,20,116.06,112.27,228.33,FALSE,"AUS"
"244",1923,21,121.06,137.33,258.39,FALSE,"AUS"
"245",1923,22,138.07,156.38,294.45,FALSE,"AUS"
"246",1923,23,153.08,145.35,298.43,FALSE,"AUS"
"247",1923,24,135.07,141.34,276.41,FALSE,"AUS"
"248",1923,25,152.08,132.32,284.4,FALSE,"AUS"
"249",1923,26,176.08,151.36,327.44,FALSE,"AUS"
"250",1923,27,150.08,147.36,297.44,FALSE,"AUS"
"251",1923,28,179.09,181.44,360.53,FALSE,"AUS"
"252",1923,29,172.09,163.39,335.48,FALSE,"AUS"
"253",1923,30,180.09,178.43,358.52,FALSE,"AUS"
"254",1923,31,156.08,173.42,329.5,FALSE,"AUS"
"255",1923,32,183.09,168.41,351.5,FALSE,"AUS"
"256",1923,33,182.09,195.47,377.56,FALSE,"AUS"
"257",1923,34,203.1,180.44,383.54,FALSE,"AUS"
"258",1923,35,208.1,213.51,421.61,FALSE,"AUS"
"259",1923,36,221.11,228.55,449.66,FALSE,"AUS"
"260",1923,37,187.09,198.47,385.56,FALSE,"AUS"
"261",1923,38,221.11,245.59,466.7,FALSE,"AUS"
"262",1923,39,209.1,216.52,425.62,FALSE,"AUS"
"263",1923,40,203.1,272.65,475.75,FALSE,"AUS"
"264",1923,41,154.08,235.56,389.64,FALSE,"AUS"
"265",1923,42,207.1,285.69,492.79,FALSE,"AUS"
"266",1923,43,182.09,277.67,459.76,FALSE,"AUS"
"267",1923,44,164.08,234.56,398.64,FALSE,"AUS"
"268",1923,45,196.1,298.71,494.81,FALSE,"AUS"
"269",1923,46,199.09,266.64,465.73,FALSE,"AUS"
"270",1923,47,200.1,300.72,500.82,FALSE,"AUS"
"271",1923,48,216.11,294.7,510.81,FALSE,"AUS"
"272",1923,49,207.1,280.67,487.77,FALSE,"AUS"
"273",1923,50,221.1,392.95,614.05,FALSE,"AUS"
"274",1923,51,213.1,285.69,498.79,FALSE,"AUS"
"275",1923,52,244.12,342.82,586.94,FALSE,"AUS"
"276",1923,53,283.14,403.97,687.11,FALSE,"AUS"
"277",1923,54,252.12,392.95,645.07,FALSE,"AUS"
"278",1923,55,261.13,434.04,695.17,FALSE,"AUS"
"279",1923,56,289.14,424.02,713.16,FALSE,"AUS"
"280",1923,57,266.13,449.08,715.21,FALSE,"AUS"
"281",1923,58,304.14,477.15,781.29,FALSE,"AUS"
"282",1923,59,305.15,529.28,834.43,FALSE,"AUS"
"283",1923,60,331.16,644.55,975.71,FALSE,"AUS"
"284",1923,61,268.13,448.08,716.21,FALSE,"AUS"
"285",1923,62,353.17,540.3,893.47,FALSE,"AUS"
"286",1923,63,421.2,618.48,1039.68,FALSE,"AUS"
"287",1923,64,379.18,576.39,955.57,FALSE,"AUS"
"288",1923,65,406.2,698.68,1104.88,FALSE,"AUS"
"289",1923,66,378.18,553.33,931.51,FALSE,"AUS"
"290",1923,67,371.18,606.46,977.64,FALSE,"AUS"
"291",1923,68,372.18,588.41,960.59,FALSE,"AUS"
"292",1923,69,339.17,484.16,823.33,FALSE,"AUS"
"293",1923,70,338.16,521.26,859.42,FALSE,"AUS"
"294",1923,71,284.13,428.03,712.16,FALSE,"AUS"
"295",1923,72,374.18,490.18,864.36,FALSE,"AUS"
"296",1923,73,376.18,505.21,881.39,FALSE,"AUS"
"297",1923,74,345.17,490.18,835.35,FALSE,"AUS"
"298",1923,75,382.18,503.21,885.39,FALSE,"AUS"
"299",1923,76,403.19,486.16,889.35,FALSE,"AUS"
"300",1923,77,356.18,380.91,737.09,FALSE,"AUS"
"301",1923,78,457.22,467.12,924.34,FALSE,"AUS"
"302",1923,79,410.2,383.92,794.12,FALSE,"AUS"
"303",1923,80,386.19,460.11,846.3,FALSE,"AUS"
"304",1923,81,304.15,322.78,626.93,FALSE,"AUS"
"305",1923,82,313.16,360.87,674.03,FALSE,"AUS"
"306",1923,83,337.17,332.8,669.97,FALSE,"AUS"
"307",1923,84,280.14,286.69,566.83,FALSE,"AUS"
"308",1923,85,270.13,254.61,524.74,FALSE,"AUS"
"309",1923,86,245.12,244.58,489.7,FALSE,"AUS"
"310",1923,87,226.11,197.48,423.59,FALSE,"AUS"
"311",1923,88,206.1,160.38,366.48,FALSE,"AUS"
"312",1923,89,152.08,145.35,297.43,FALSE,"AUS"
"313",1923,90,125.06,133.32,258.38,FALSE,"AUS"
"314",1923,91,107.05,69.16,176.21,FALSE,"AUS"
"315",1923,92,63.03,66.16,129.19,FALSE,"AUS"
"316",1923,93,69.03,42.11,111.14,FALSE,"AUS"
"317",1923,94,35.02,33.08,68.1,FALSE,"AUS"
"318",1923,95,41.02,35.09,76.11,FALSE,"AUS"
"319",1923,96,39.02,20.05,59.07,FALSE,"AUS"
"320",1923,97,19.01,20.05,39.06,FALSE,"AUS"
"321",1923,98,14.01,9.03,23.04,FALSE,"AUS"
"322",1923,99,6.01,3.01,9.02,FALSE,"AUS"
"323",1923,100,3,5.01,8.01,FALSE,"AUS"
"324",1923,101,4,1,5,FALSE,"AUS"
"325",1923,102,2.01,4.01,6.02,FALSE,"AUS"
"326",1923,103,1,2,3,FALSE,"AUS"
"327",1923,104,1,0,1,FALSE,"AUS"
"328",1923,105,1,0,1,FALSE,"AUS"
"329",1923,106,0,0,0,FALSE,"AUS"
"330",1923,107,0,0,0,FALSE,"AUS"
"331",1923,108,0,0,0,FALSE,"AUS"
"332",1923,109,0,1,1,FALSE,"AUS"
"333",1923,110,0,0,0,TRUE,"AUS"
"334",1924,0,3425.43,4279.02,7704.45,FALSE,"AUS"
"335",1924,1,658.09,755.54,1413.63,FALSE,"AUS"
"336",1924,2,247.03,293.21,540.24,FALSE,"AUS"
"337",1924,3,180.02,218.15,398.17,FALSE,"AUS"
"338",1924,4,120.02,179.13,299.15,FALSE,"AUS"
"339",1924,5,65.01,131.09,196.1,FALSE,"AUS"
"340",1924,6,97.01,98.07,195.08,FALSE,"AUS"
"341",1924,7,99.01,98.07,197.08,FALSE,"AUS"
"342",1924,8,75.01,95.07,170.08,FALSE,"AUS"
"343",1924,9,72.01,84.06,156.07,FALSE,"AUS"
"344",1924,10,52.01,76.05,128.06,FALSE,"AUS"
"345",1924,11,56,73.05,129.05,FALSE,"AUS"
"346",1924,12,52.01,84.06,136.07,FALSE,"AUS"
"347",1924,13,55.01,72.05,127.06,FALSE,"AUS"
"348",1924,14,73.01,98.07,171.08,FALSE,"AUS"
"349",1924,15,71.01,100.07,171.08,FALSE,"AUS"
"350",1924,16,74.01,115.08,189.09,FALSE,"AUS"
"351",1924,17,83.02,144.1,227.12,FALSE,"AUS"
"352",1924,18,110.01,117.09,227.1,FALSE,"AUS"
"353",1924,19,118.02,130.09,248.11,FALSE,"AUS"
"354",1924,20,114.01,131.09,245.1,FALSE,"AUS"
"355",1924,21,151.02,139.09,290.11,FALSE,"AUS"
"356",1924,22,134.02,134.09,268.11,FALSE,"AUS"
"357",1924,23,142.02,158.12,300.14,FALSE,"AUS"
"358",1924,24,146.02,145.1,291.12,FALSE,"AUS"
"359",1924,25,143.02,132.09,275.11,FALSE,"AUS"
"360",1924,26,142.02,136.09,278.11,FALSE,"AUS"
"361",1924,27,153.02,128.09,281.11,FALSE,"AUS"
"362",1924,28,167.02,127.09,294.11,FALSE,"AUS"
"363",1924,29,165.02,167.12,332.14,FALSE,"AUS"
"364",1924,30,167.03,168.12,335.15,FALSE,"AUS"
"365",1924,31,157.02,144.1,301.12,FALSE,"AUS"
"366",1924,32,198.02,185.13,383.15,FALSE,"AUS"
"367",1924,33,178.02,189.14,367.16,FALSE,"AUS"
"368",1924,34,193.02,199.14,392.16,FALSE,"AUS"
"369",1924,35,180.02,228.16,408.18,FALSE,"AUS"
"370",1924,36,179.02,201.14,380.16,FALSE,"AUS"
"371",1924,37,188.02,214.15,402.17,FALSE,"AUS"
"372",1924,38,198.02,221.16,419.18,FALSE,"AUS"
"373",1924,39,189.02,222.15,411.17,FALSE,"AUS"
"374",1924,40,214.03,267.19,481.22,FALSE,"AUS"
"375",1924,41,162.02,204.15,366.17,FALSE,"AUS"
"376",1924,42,185.03,275.19,460.22,FALSE,"AUS"
"377",1924,43,163.02,250.18,413.2,FALSE,"AUS"
"378",1924,44,179.03,260.19,439.22,FALSE,"AUS"
"379",1924,45,209.02,299.21,508.23,FALSE,"AUS"
"380",1924,46,184.02,280.2,464.22,FALSE,"AUS"
"381",1924,47,192.03,286.21,478.24,FALSE,"AUS"
"382",1924,48,213.03,329.24,542.27,FALSE,"AUS"
"383",1924,49,196.03,309.22,505.25,FALSE,"AUS"
"384",1924,50,237.03,390.28,627.31,FALSE,"AUS"
"385",1924,51,201.03,269.19,470.22,FALSE,"AUS"
"386",1924,52,250.04,362.25,612.29,FALSE,"AUS"
"387",1924,53,240.03,400.29,640.32,FALSE,"AUS"
"388",1924,54,278.04,446.32,724.36,FALSE,"AUS"
"389",1924,55,243.03,361.25,604.28,FALSE,"AUS"
"390",1924,56,286.04,476.34,762.38,FALSE,"AUS"
"391",1924,57,271.03,384.27,655.3,FALSE,"AUS"
"392",1924,58,310.04,486.34,796.38,FALSE,"AUS"
"393",1924,59,293.04,448.32,741.36,FALSE,"AUS"
"394",1924,60,352.05,682.48,1034.53,FALSE,"AUS"
"395",1924,61,291.03,480.34,771.37,FALSE,"AUS"
"396",1924,62,350.04,598.43,948.47,FALSE,"AUS"
"397",1924,63,385.05,601.42,986.47,FALSE,"AUS"
"398",1924,64,394.05,626.44,1020.49,FALSE,"AUS"
"399",1924,65,426.06,648.46,1074.52,FALSE,"AUS"
"400",1924,66,340.04,513.36,853.4,FALSE,"AUS"
"401",1924,67,390.04,581.41,971.45,FALSE,"AUS"
"402",1924,68,397.05,621.44,1018.49,FALSE,"AUS"
"403",1924,69,342.04,548.38,890.42,FALSE,"AUS"
"404",1924,70,343.05,617.44,960.49,FALSE,"AUS"
"405",1924,71,309.04,460.33,769.37,FALSE,"AUS"
"406",1924,72,360.05,507.36,867.41,FALSE,"AUS"
"407",1924,73,357.04,515.36,872.4,FALSE,"AUS"
"408",1924,74,397.05,526.37,923.42,FALSE,"AUS"
"409",1924,75,348.05,480.34,828.39,FALSE,"AUS"
"410",1924,76,424.05,461.32,885.37,FALSE,"AUS"
"411",1924,77,326.04,404.28,730.32,FALSE,"AUS"
"412",1924,78,349.04,422.3,771.34,FALSE,"AUS"
"413",1924,79,343.04,383.27,726.31,FALSE,"AUS"
"414",1924,80,404.06,419.3,823.36,FALSE,"AUS"
"415",1924,81,270.04,291.2,561.24,FALSE,"AUS"
"416",1924,82,330.04,342.24,672.28,FALSE,"AUS"
"417",1924,83,290.04,282.2,572.24,FALSE,"AUS"
"418",1924,84,315.04,339.24,654.28,FALSE,"AUS"
"419",1924,85,243.03,249.17,492.2,FALSE,"AUS"
"420",1924,86,233.03,175.13,408.16,FALSE,"AUS"
"421",1924,87,201.03,172.12,373.15,FALSE,"AUS"
"422",1924,88,161.02,160.11,321.13,FALSE,"AUS"
"423",1924,89,133.01,120.08,253.09,FALSE,"AUS"
"424",1924,90,121.01,121.09,242.1,FALSE,"AUS"
"425",1924,91,83.01,88.06,171.07,FALSE,"AUS"
"426",1924,92,69.01,72.05,141.06,FALSE,"AUS"
"427",1924,93,63.01,53.04,116.05,FALSE,"AUS"
"428",1924,94,45.01,49.04,94.05,FALSE,"AUS"
"429",1924,95,27.01,26.02,53.03,FALSE,"AUS"
"430",1924,96,32,23.02,55.02,FALSE,"AUS"
"431",1924,97,21,15.01,36.01,FALSE,"AUS"
"432",1924,98,17,9,26,FALSE,"AUS"
"433",1924,99,6,9,15,FALSE,"AUS"
"434",1924,100,4,3,7,FALSE,"AUS"
"435",1924,101,5,1,6,FALSE,"AUS"
"436",1924,102,4,1,5,FALSE,"AUS"
"437",1924,103,2,0,2,FALSE,"AUS"
"438",1924,104,0,2,2,FALSE,"AUS"
"439",1924,105,0,1,1,FALSE,"AUS"
"440",1924,106,0,0,0,FALSE,"AUS"
"441",1924,107,0,0,0,FALSE,"AUS"
"442",1924,108,0,0,0,FALSE,"AUS"
"443",1924,109,0,0,0,FALSE,"AUS"
"444",1924,110,0,1,1,TRUE,"AUS"
"445",1925,0,3162.41,4092.02,7254.43,FALSE,"AUS"
"446",1925,1,539.07,637.47,1176.54,FALSE,"AUS"
"447",1925,2,219.03,248.18,467.21,FALSE,"AUS"
"448",1925,3,166.02,171.13,337.15,FALSE,"AUS"
"449",1925,4,142.02,154.11,296.13,FALSE,"AUS"
"450",1925,5,88.02,127.09,215.11,FALSE,"AUS"
"451",1925,6,79.01,113.08,192.09,FALSE,"AUS"
"452",1925,7,57.01,106.08,163.09,FALSE,"AUS"
"453",1925,8,74.01,97.07,171.08,FALSE,"AUS"
"454",1925,9,69.01,84.06,153.07,FALSE,"AUS"
"455",1925,10,52,84.06,136.06,FALSE,"AUS"
"456",1925,11,53.01,74.05,127.06,FALSE,"AUS"
"457",1925,12,53.01,89.06,142.07,FALSE,"AUS"
"458",1925,13,60.01,73.05,133.06,FALSE,"AUS"
